streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
0809.csv,50.773,[59 74 6 37 34 40 71 40 70 40 41 30 80 71 61 30 81 30 73 37 76 68 84 68 22 50 50 25 60 79 44],FastMPC,sports,HEVC,uhdtv,8
0810.csv,50.717,[60 73 5 61 12 40 40 40 60 75 75 30 79 94 39 31 83 20 38 28 73 47 67 50 41 64 50 23 65 80 40],FastMPC,sports,HEVC,uhdtv,9
0811.csv,44.236,[82 33 79 25 40 71 73 2 50 58 38 41 41 75 20 32 19 50 50 68 72 40 50 24 30 10 32 34 85 50 23 68],Pensieve,document,H264,hdtv,1
0812.csv,66.507,[94 73 77 41 85 89 66 1 88 62 76 51 90 60 65 74 86 75 88 66 58 25 81 88 57 31 75 71 86 33 57 90],Pensieve,document,H264,hdtv,2
0813.csv,73.458,[85 96 76 71 85 76 72 9 85 80 71 31 41 60 87 76 87 85 92 100 61 45 100 69 70 33 93 59 90 68 64 91],Pensieve,document,H264,hdtv,3
0814.csv,57.767,[80 71 79 43 40 74 38 1 69 78 28 35 65 61 70 30 40 60 70 98 24 40 60 86 30 30 77 78 77 63 52 83],Pensieve,document,H264,hdtv,4
0815.csv,64.201,[94 50 88 56 6 75 62 1 41 40 80 50 50 75 40 64 73 85 75 100 61 35 67 74 35 66 81 73 80 77 45 67],Pensieve,document,H264,hdtv,5
0816.csv,50.628,[50 61 50 28 21 80 30 1 55 15 55 37 44 75 40 30 71 80 89 84 57 30 54 78 29 19 67 60 82 16 51 72],Pensieve,document,H264,hdtv,6
0817.csv,14.624,[10 15 13 70 8 9 14 2 38 76 5 1 20 60 10 5 5 15 8 44 14 5 22 29 10 34 13 3 65 49 20 27],Pensieve,document,H264,hdtv,7
0818.csv,22.715,[20 27 34 62 1 68 7 1 12 31 19 36 1 65 28 1 2 20 16 41 40 5 15 50 15 1 27 19 83 64 29 22],Pensieve,document,H264,hdtv,8
0819.csv,12.601,[20 14 1 15 1 31 27 1 30 50 1 1 30 50 15 4 13 5 21 1 41 5 1 28 1 31 11 13 50 10 37 20],Pensieve,document,H264,hdtv,9
0820.csv,42.336,[30 54 58 50 87 61 26 50 46 75 58 9 42 14 30 56 50 70 25 30 27 19 50 37 79 25 41 45 50],Pensieve,document,H264,phone,1
0821.csv,66.194,[22 82 75 71 95 64 62 70 67 75 75 69 42 24 70 68 50 78 80 67 64 41 31 86 83 33 61 60 66],Pensieve,document,H264,phone,2
0822.csv,64.253,[40 85 80 90 91 58 40 85 35 75 62 39 39 67 99 76 50 93 87 77 68 64 73 39 81 33 77 59 89],Pensieve,document,H264,phone,3
0823.csv,47.575,[32 62 60 50 89 36 50 33 37 71 74 12 44 29 41 62 60 85 40 59 91 16 80 14 44 30 61 43 74],Pensieve,document,H264,phone,4
0824.csv,57.105,[30 88 65 93 85 60 28 50 37 60 70 34 38 35 37 66 43 79 59 65 87 23 50 89 45 61 94 50 67],Pensieve,document,H264,phone,5
0825.csv,43.635,[40 82 45 50 91 27 50 50 32 70 60 9 40 24 20 46 50 50 43 25 40 18 50 81 70 19 63 64 65],Pensieve,document,H264,phone,6
0826.csv,20.680,[10 50 5 32 54 28 30 3 34 30 7 6 13 9 15 75 58 39 10 27 19 13 84 68 13 11 25 19 45],Pensieve,document,H264,phone,7
0827.csv,32.819,[19 50 47 56 58 38 32 10 24 40 43 14 36 21 20 19 61 41 34 56 23 34 19 16 69 19 60 32 41],Pensieve,document,H264,phone,8
0828.csv,18.770,[1 36 7 33 50 44 18 6 26 50 21 9 55 4 28 1 25 66 3 41 12 13 4 9 16 13 34 16 45],Pensieve,document,H264,phone,9
0829.csv,45.248,[21 75 1 24 75 24 50 25 70 37 14 73 66 80 64 26 8 31 86 75 66 58 34 31 50 70 38 64 45 53 50],Pensieve,document,H264,uhdtv,1
0830.csv,65.717,[70 75 23 87 58 66 58 79 80 40 25 90 37 59 79 58 37 71 66 100 85 74 46 66 15 91 80 88 50 88 76],Pensieve,document,H264,uhdtv,2
0831.csv,74.002,[50 80 34 89 66 79 80 92 80 85 23 95 89 77 76 32 83 100 69 92 80 35 68 99 40 100 65 79 55 93 86],Pensieve,document,H264,uhdtv,3
0832.csv,57.521,[49 65 1 80 65 19 34 79 75 25 18 50 28 79 59 41 93 62 14 77 85 59 100 63 80 71 36 100 40 82 45],Pensieve,document,H264,uhdtv,4
0833.csv,60.600,[44 69 18 70 65 27 55 41 75 40 31 76 67 75 61 34 50 50 93 100 78 55 85 68 30 69 62 66 50 100 70],Pensieve,document,H264,uhdtv,5
0834.csv,52.234,[33 80 12 67 50 28 58 75 80 40 11 69 82 82 74 61 23 50 50 80 46 56 94 83 20 38 80 30 30 58 50],Pensieve,document,H264,uhdtv,6
0835.csv,18.705,[10 21 7 8 20 12 20 21 10 1 59 40 35 85 29 13 9 9 13 22 23 59 27 9 10 20 18 21 20 35 40],Pensieve,document,H264,uhdtv,7
0836.csv,33.104,[11 61 29 31 29 32 50 15 35 5 12 66 31 80 66 70 28 30 15 40 48 69 18 35 8 20 62 50 50 42 40],Pensieve,document,H264,uhdtv,8
0837.csv,20.110,[16 45 1 20 20 6 32 22 20 1 9 35 35 25 8 10 21 9 23 38 31 61 79 1 5 30 36 22 30 38 23],Pensieve,document,H264,uhdtv,9
0838.csv,44.577,[80 42 50 34 10 65 19 1 86 62 25 36 42 50 45 50 38 25 84 27 36 25 50 67 22 35 55 40 71 77 34 62],Pensieve,game,H264,hdtv,1
0839.csv,66.955,[95 50 90 63 54 82 50 1 64 78 67 69 100 70 67 32 69 65 93 91 40 20 67 87 67 19 83 65 92 73 47 95],Pensieve,game,H264,hdtv,2
0840.csv,69.726,[90 58 66 83 81 86 62 7 68 83 67 69 75 65 67 80 97 80 76 36 79 70 84 82 68 24 80 61 92 82 43 92],Pensieve,game,H264,hdtv,3
0841.csv,51.475,[85 50 33 80 19 56 16 1 50 42 67 15 68 50 60 70 27 60 39 39 54 56 23 77 45 37 65 62 85 50 66 90],Pensieve,game,H264,hdtv,4
0842.csv,59.247,[75 68 36 32 50 77 60 10 74 77 37 41 50 65 75 66 57 70 83 63 65 60 56 41 33 31 67 69 85 67 42 94],Pensieve,game,H264,hdtv,5
0843.csv,34.872,[80 76 21 51 15 87 35 1 50 32 34 15 25 30 44 19 7 15 70 37 59 35 36 50 40 25 42 17 77 32 36 50],Pensieve,game,H264,hdtv,6
0844.csv,21.512,[15 32 9 29 4 10 1 1 50 27 23 77 35 75 50 20 1 60 32 12 38 30 1 14 20 25 14 33 17 26 32 50],Pensieve,game,H264,hdtv,7
0845.csv,27.072,[75 70 25 20 12 29 7 8 60 6 31 18 50 50 50 32 6 40 87 38 25 25 39 50 5 32 22 40 20 38 12 38],Pensieve,game,H264,hdtv,8
0846.csv,20.072,[35 32 4 22 1 5 5 1 68 37 37 20 41 40 45 4 2 30 19 47 9 20 5 28 10 29 10 37 68 39 44 24],Pensieve,game,H264,hdtv,9
0847.csv,48.965,[40 81 54 50 91 60 36 38 44 20 64 29 42 50 76 52 29 76 41 66 35 100 50 65 42 28 57 46 54],Pensieve,game,H264,phone,1
0848.csv,69.315,[66 87 85 60 82 67 50 80 47 70 62 64 56 91 46 88 65 49 77 44 82 100 80 78 93 37 66 30 80],Pensieve,game,H264,phone,2
0849.csv,73.830,[68 82 77 74 88 46 66 87 50 80 66 58 87 60 74 90 81 85 67 50 75 90 87 78 83 56 66 65 80],Pensieve,game,H264,phone,3
0850.csv,51.630,[64 91 79 52 90 69 50 45 37 70 21 87 56 41 39 83 50 30 52 65 33 36 50 20 71 31 49 42 59],Pensieve,game,H264,phone,4
0851.csv,53.361,[29 76 70 50 86 34 40 50 40 75 39 57 45 50 69 87 39 58 36 64 89 50 50 68 62 23 62 50 62],Pensieve,game,H264,phone,5
0852.csv,48.795,[40 58 56 50 79 65 30 19 41 65 55 31 50 25 43 66 50 33 57 43 76 93 67 21 70 30 75 30 81],Pensieve,game,H264,phone,6
0853.csv,41.643,[12 71 50 50 84 62 30 1 23 65 37 55 57 22 94 15 34 38 11 35 85 88 37 83 28 4 19 42 36],Pensieve,game,H264,phone,7
0854.csv,52.035,[11 44 57 57 85 76 36 14 43 70 40 76 53 52 78 33 35 71 21 64 88 100 73 68 25 7 57 47 50],Pensieve,game,H264,phone,8
0855.csv,40.476,[10 43 54 50 91 65 6 15 46 65 30 63 23 13 40 37 45 37 37 62 39 43 50 65 39 15 64 33 78],Pensieve,game,H264,phone,9
0856.csv,53.816,[58 74 24 66 37 27 60 45 75 45 87 44 65 87 28 29 81 83 70 90 43 63 37 45 67 59 66 50 25 63 50],Pensieve,game,H264,uhdtv,1
0857.csv,73.334,[78 80 67 75 72 57 70 81 85 63 95 100 81 99 57 78 81 66 44 88 83 56 69 78 91 74 65 37 90 58 60],Pensieve,game,H264,uhdtv,2
0858.csv,72.741,[65 80 16 81 68 60 70 94 85 50 90 91 85 50 71 66 89 72 73 100 78 63 61 91 81 63 71 86 65 100 65],Pensieve,game,H264,uhdtv,3
0859.csv,56.792,[52 70 1 80 33 19 60 73 85 31 64 54 74 28 78 32 64 50 58 83 90 61 66 50 63 50 37 96 35 73 50],Pensieve,game,H264,uhdtv,4
0860.csv,62.137,[53 78 2 76 65 29 60 39 80 56 74 85 69 60 64 30 72 67 38 71 91 61 86 75 73 79 64 50 65 94 50],Pensieve,game,H264,uhdtv,5
0861.csv,55.611,[50 68 94 62 80 35 60 72 80 40 39 76 50 71 21 22 62 50 50 81 71 68 89 45 20 66 65 50 50 54 50],Pensieve,game,H264,uhdtv,6
0862.csv,34.812,[35 78 4 81 20 15 60 32 70 5 36 40 31 44 28 24 27 25 71 33 60 71 32 1 8 25 37 50 10 70 39],Pensieve,game,H264,uhdtv,7
0863.csv,47.410,[70 69 14 70 28 16 28 30 60 75 92 11 82 37 74 40 66 50 79 35 68 60 80 4 39 37 61 12 25 80 42],Pensieve,game,H264,uhdtv,8
0864.csv,37.579,[37 61 90 67 1 27 28 10 70 25 41 10 91 37 83 21 39 15 13 43 75 72 40 3 20 71 40 1 25 59 30],Pensieve,game,H264,uhdtv,9
0865.csv,49.372,[85 38 50 40 75 58 20 11 50 27 70 18 40 50 65 72 50 80 57 43 63 45 42 50 35 22 56 60 90 38 39 85],Pensieve,movie,H264,hdtv,1
0866.csv,59.244,[80 60 87 82 59 82 40 14 61 41 40 39 63 50 50 63 72 80 94 74 57 45 67 50 59 64 77 40 75 39 35 61],Pensieve,movie,H264,hdtv,2
0867.csv,70.818,[85 66 73 79 50 83 50 42 75 75 89 41 75 50 65 77 96 85 79 81 58 75 67 71 80 38 85 77 87 71 47 90],Pensieve,movie,H264,hdtv,3
0868.csv,60.120,[73 60 73 50 9 73 59 25 82 59 58 67 81 75 60 37 66 60 50 77 87 45 62 31 37 35 66 70 91 50 60 71],Pensieve,movie,H264,hdtv,4
0869.csv,60.953,[95 72 50 50 56 80 58 13 76 78 38 77 40 75 68 39 50 60 84 56 57 45 70 65 60 35 80 60 85 61 29 72],Pensieve,movie,H264,hdtv,5
0870.csv,56.531,[90 41 50 22 87 68 71 62 50 27 28 22 40 50 60 30 93 50 91 69 58 55 62 80 57 50 76 37 87 50 65 73],Pensieve,movie,H264,hdtv,6
0871.csv,25.626,[20 37 28 43 1 81 16 1 32 67 10 15 35 60 40 19 3 10 40 82 42 15 20 14 20 8 50 17 68 23 37 50],Pensieve,movie,H264,hdtv,7
0872.csv,42.538,[70 75 77 50 10 83 50 16 70 54 32 22 65 65 58 19 8 20 56 71 59 10 15 33 40 49 64 14 73 19 32 42],Pensieve,movie,H264,hdtv,8
0873.csv,26.471,[30 25 50 50 1 61 11 1 50 3 10 1 40 40 55 26 15 35 41 11 38 15 14 26 35 35 25 10 60 50 34 35],Pensieve,movie,H264,hdtv,9
0874.csv,50.888,[50 81 60 50 68 50 33 50 32 70 62 23 38 50 59 70 57 62 59 26 78 32 50 73 75 41 39 29 50],Pensieve,movie,H264,phone,1
0875.csv,59.766,[31 80 83 88 83 50 50 50 35 85 75 75 49 62 68 73 82 75 74 68 69 86 50 38 41 30 27 66 57],Pensieve,movie,H264,phone,2
0876.csv,69.251,[61 88 75 90 80 78 50 77 40 80 48 66 56 63 80 79 86 55 73 50 81 26 87 73 85 66 62 75 77],Pensieve,movie,H264,phone,3
0877.csv,51.519,[17 57 70 70 96 67 50 69 46 75 45 54 44 57 69 54 83 47 36 41 37 37 80 43 69 22 66 24 64],Pensieve,movie,H264,phone,4
0878.csv,62.644,[32 84 79 57 77 50 35 62 42 85 60 76 62 47 70 88 45 65 72 66 85 62 80 57 78 71 60 53 42],Pensieve,movie,H264,phone,5
0879.csv,58.303,[56 72 73 88 83 41 38 82 59 50 71 79 61 60 41 70 50 84 65 37 90 82 50 89 43 27 37 43 61],Pensieve,movie,H264,phone,6
0880.csv,37.830,[19 33 71 61 41 45 24 10 37 31 41 56 59 29 11 32 70 42 36 37 25 30 80 13 42 20 39 29 80],Pensieve,movie,H264,phone,7
0881.csv,45.566,[43 50 63 66 76 58 50 21 34 35 42 71 43 30 41 64 57 68 61 22 34 33 87 63 33 40 29 34 68],Pensieve,movie,H264,phone,8
0882.csv,33.940,[9 30 47 50 44 54 50 9 41 71 33 40 47 14 14 1 50 52 31 44 40 36 77 18 23 19 65 26 61],Pensieve,movie,H264,phone,9
0883.csv,58.925,[67 77 70 72 83 60 70 50 85 45 50 79 54 96 39 32 74 50 50 60 79 61 100 68 38 70 40 50 50 58 47],Pensieve,movie,H264,uhdtv,1
0884.csv,61.839,[63 77 45 69 44 70 70 55 70 75 44 86 37 92 68 54 86 62 74 83 64 67 60 58 40 42 37 72 50 86 68],Pensieve,movie,H264,uhdtv,2
0885.csv,75.836,[80 80 65 71 30 68 86 78 85 83 68 93 88 81 69 80 87 62 81 76 80 68 90 78 70 75 40 99 70 100 90],Pensieve,movie,H264,uhdtv,3
0886.csv,58.630,[90 79 18 83 81 37 50 47 80 45 31 41 32 75 50 36 50 60 69 84 81 33 81 50 62 71 70 79 70 84 40],Pensieve,movie,H264,uhdtv,4
0887.csv,68.516,[69 80 16 75 40 68 78 63 80 70 84 89 78 87 74 74 74 80 72 65 87 36 11 65 22 73 50 68 40 76 61],Pensieve,movie,H264,uhdtv,5
0888.csv,61.172,[51 70 1 73 70 43 50 80 75 58 84 62 79 76 78 40 81 38 74 65 84 63 81 93 41 64 67 29 60 67 50],Pensieve,movie,H264,uhdtv,6
0889.csv,42.175,[41 75 80 62 30 40 50 42 35 70 10 80 27 35 32 50 65 12 31 46 59 50 45 50 32 41 66 20 40 57 20],Pensieve,movie,H264,uhdtv,7
0890.csv,45.097,[56 61 98 65 30 57 35 39 80 40 12 50 14 72 38 33 39 60 66 62 38 61 90 48 30 32 26 50 60 62 30],Pensieve,movie,H264,uhdtv,8
0891.csv,37.574,[30 67 81 47 20 29 50 41 70 60 13 30 37 9 50 32 63 15 11 24 61 29 46 22 30 30 68 50 80 47 15],Pensieve,movie,H264,uhdtv,9
0892.csv,66.289,[85 74 82 81 50 82 61 59 78 42 69 64 72 60 55 37 66 50 50 100 79 45 78 69 55 18 74 60 85 27 76 81],Pensieve,nature,H264,hdtv,1
0893.csv,69.861,[90 70 50 68 71 83 66 61 69 42 94 82 65 75 100 88 77 70 50 82 55 65 63 80 58 15 79 84 90 62 61 86],Pensieve,nature,H264,hdtv,2
0894.csv,78.787,[90 85 82 68 89 89 76 66 56 70 91 98 42 65 72 60 89 80 91 91 73 70 72 79 86 29 98 70 93 50 80 97],Pensieve,nature,H264,hdtv,3
0895.csv,66.170,[90 74 78 86 47 76 50 61 69 63 68 79 64 70 70 67 68 45 65 43 62 55 62 23 45 24 76 58 89 70 75 84],Pensieve,nature,H264,hdtv,4
0896.csv,69.101,[94 40 87 100 87 87 58 45 89 73 60 69 43 50 65 70 92 60 79 76 50 45 69 77 65 18 77 75 88 68 58 80],Pensieve,nature,H264,hdtv,5
0897.csv,72.390,[89 90 78 86 75 73 50 77 72 71 35 62 50 60 60 84 90 50 80 85 74 40 80 81 59 77 80 78 88 50 67 82],Pensieve,nature,H264,hdtv,6
0898.csv,49.662,[35 65 31 44 13 69 43 36 69 37 66 69 100 65 63 30 17 25 50 65 33 50 50 50 57 29 55 57 75 69 67 65],Pensieve,nature,H264,hdtv,7
0899.csv,59.653,[72 67 69 82 24 76 50 84 82 41 32 69 72 70 57 52 86 50 43 64 39 45 63 33 50 38 64 76 85 60 47 68],Pensieve,nature,H264,hdtv,8
0900.csv,40.610,[60 34 30 69 20 73 62 12 50 65 68 11 40 75 50 24 13 40 7 60 60 15 18 77 20 29 41 18 80 36 46 50],Pensieve,nature,H264,hdtv,9
0901.csv,62.267,[16 50 80 62 90 70 85 78 38 60 40 18 61 56 50 74 78 84 75 62 93 59 80 72 84 25 32 65 71],Pensieve,nature,H264,phone,1
0902.csv,69.970,[50 84 86 95 89 66 61 50 45 75 71 88 56 50 69 91 89 75 68 62 76 57 93 50 82 75 66 73 71],Pensieve,nature,H264,phone,2
0903.csv,78.669,[61 91 91 89 93 72 50 84 38 86 71 83 64 66 85 90 81 87 75 69 82 68 94 91 94 76 77 77 82],Pensieve,nature,H264,phone,3
0904.csv,63.466,[13 82 77 61 87 65 50 68 61 65 70 31 44 65 59 77 72 77 76 40 93 38 50 50 86 42 65 42 83],Pensieve,nature,H264,phone,4
0905.csv,69.408,[77 85 88 88 90 78 50 80 45 60 70 74 63 65 87 90 41 82 66 50 80 82 70 62 70 34 62 56 61],Pensieve,nature,H264,phone,5
0906.csv,64.129,[28 81 86 100 93 85 86 67 36 65 71 63 56 59 70 89 86 38 75 50 71 30 50 29 88 34 66 56 82],Pensieve,nature,H264,phone,6
0907.csv,51.194,[9 50 62 82 87 67 50 41 40 65 59 32 43 50 45 82 37 72 38 38 89 28 80 37 74 40 66 38 63],Pensieve,nature,H264,phone,7
0908.csv,61.756,[21 61 85 81 89 65 39 73 65 90 54 50 54 50 54 75 88 64 70 67 67 40 50 75 79 59 39 50 50],Pensieve,nature,H264,phone,8
0909.csv,52.093,[9 50 65 31 78 66 36 36 37 65 31 65 43 60 59 80 77 50 60 38 80 31 78 65 70 31 55 42 50],Pensieve,nature,H264,phone,9
0910.csv,76.893,[74 85 100 90 33 75 75 59 75 78 62 68 80 86 87 66 80 100 63 72 88 63 84 56 72 67 77 100 65 100 75],Pensieve,nature,H264,uhdtv,1
0911.csv,77.623,[82 85 85 89 75 88 75 78 85 90 74 94 68 75 75 80 90 95 40 80 89 65 84 81 71 84 40 64 60 90 95],Pensieve,nature,H264,uhdtv,2
0912.csv,80.755,[83 78 93 90 84 87 76 84 85 85 78 98 90 75 66 77 94 97 59 100 77 71 90 100 39 83 72 64 60 93 95],Pensieve,nature,H264,uhdtv,3
0913.csv,72.015,[44 78 89 89 75 77 70 82 80 82 21 79 82 88 79 75 75 80 68 82 76 43 99 63 70 68 72 79 55 91 50],Pensieve,nature,H264,uhdtv,4
0914.csv,76.612,[79 80 97 83 83 88 97 74 80 67 71 86 70 54 72 55 93 81 72 90 84 88 90 90 61 62 76 30 60 93 90],Pensieve,nature,H264,uhdtv,5
0915.csv,73.214,[75 83 95 77 40 71 75 72 85 69 62 77 82 84 76 77 82 41 75 83 78 63 80 76 73 78 79 86 60 88 54],Pensieve,nature,H264,uhdtv,6
0916.csv,54.654,[35 66 25 90 26 60 60 60 80 76 65 60 66 81 77 55 100 39 40 50 81 37 84 50 61 33 36 50 35 67 55],Pensieve,nature,H264,uhdtv,7
0917.csv,66.221,[53 65 100 80 70 69 61 70 75 64 9 59 83 86 81 41 75 65 85 79 83 58 87 47 51 74 36 84 50 67 40],Pensieve,nature,H264,uhdtv,8
0918.csv,47.572,[15 70 39 63 25 58 50 65 60 40 19 80 45 70 65 19 58 72 32 59 60 45 78 50 33 50 40 61 50 54 30],Pensieve,nature,H264,uhdtv,9
0919.csv,41.977,[50 43 34 38 34 65 29 11 50 32 30 7 70 45 75 75 50 25 50 52 39 15 27 76 26 14 64 67 60 34 33 85],Pensieve,sports,H264,hdtv,1
0920.csv,60.293,[80 65 50 65 39 81 38 1 36 56 10 50 50 65 42 50 80 50 93 24 64 65 89 84 68 24 88 62 83 74 44 84],Pensieve,sports,H264,hdtv,2
0921.csv,69.358,[90 33 91 50 61 93 31 39 75 62 99 62 99 100 80 67 86 50 78 88 68 35 61 79 68 69 95 70 90 33 47 82],Pensieve,sports,H264,hdtv,3
0922.csv,36.759,[30 10 50 59 50 59 26 1 33 42 30 19 35 40 40 30 32 35 50 89 34 20 40 100 50 1 57 70 75 41 31 80],Pensieve,sports,H264,hdtv,4
0923.csv,48.164,[80 74 50 32 1 80 18 8 50 50 34 36 64 45 60 40 31 70 74 46 70 45 42 30 45 2 63 69 55 29 37 72],Pensieve,sports,H264,hdtv,5
0924.csv,45.312,[81 36 68 30 50 76 31 1 50 40 64 37 60 65 40 70 34 30 43 87 13 15 50 40 35 11 40 65 78 22 33 68],Pensieve,sports,H264,hdtv,6
0925.csv,16.030,[20 22 4 46 1 4 3 1 12 40 7 51 40 35 20 27 4 15 1 1 29 10 1 76 8 22 30 30 25 50 8 35],Pensieve,sports,H264,hdtv,7
0926.csv,25.201,[17 32 9 43 23 7 1 15 32 42 12 16 35 40 30 18 20 20 74 22 43 15 1 29 15 8 26 63 60 44 63 58],Pensieve,sports,H264,hdtv,8
0927.csv,11.447,[5 1 1 21 1 2 5 1 8 38 1 15 1 50 21 43 1 5 12 18 19 5 1 12 20 1 9 4 50 39 34 71],Pensieve,sports,H264,hdtv,9
0928.csv,33.925,[12 61 67 33 85 26 36 13 34 40 50 11 35 23 69 67 32 35 38 35 6 21 50 38 62 44 38 38 28],Pensieve,sports,H264,phone,1
0929.csv,64.991,[50 80 80 83 88 75 29 70 36 80 73 40 42 59 82 86 50 83 77 35 21 100 83 71 76 15 81 60 77],Pensieve,sports,H264,phone,2
0930.csv,61.304,[63 75 84 61 87 68 28 76 46 55 70 22 72 35 40 67 58 34 75 68 75 38 50 87 79 62 63 60 70],Pensieve,sports,H264,phone,3
0931.csv,43.300,[40 58 28 61 74 15 36 44 44 50 37 27 42 30 15 87 86 67 36 29 61 21 50 49 71 26 37 31 75],Pensieve,sports,H264,phone,4
0932.csv,54.542,[27 56 80 63 84 65 50 81 30 80 55 11 26 31 62 67 82 100 40 65 35 24 50 45 80 58 63 61 83],Pensieve,sports,H264,phone,5
0933.csv,46.944,[74 59 60 78 75 29 10 62 34 60 93 16 54 37 34 73 60 59 57 23 5 28 86 66 81 30 33 26 69],Pensieve,sports,H264,phone,6
0934.csv,19.861,[6 1 22 2 77 30 12 1 19 15 30 9 12 7 45 9 39 36 5 13 28 21 9 44 25 5 31 22 34],Pensieve,sports,H264,phone,7
0935.csv,27.944,[1 50 40 35 65 50 24 1 45 30 33 8 33 21 56 15 30 43 24 27 5 26 50 32 43 54 42 28 34],Pensieve,sports,H264,phone,8
0936.csv,14.371,[1 18 20 50 31 1 15 17 25 20 5 8 31 8 30 40 24 41 1 20 10 62 12 9 20 12 9 15 27],Pensieve,sports,H264,phone,9
0937.csv,47.866,[22 73 1 34 68 33 50 37 65 58 5 36 31 76 73 28 59 41 72 82 61 40 78 44 40 72 36 30 30 55 45],Pensieve,sports,H264,uhdtv,1
0938.csv,77.052,[94 75 95 85 63 90 72 63 85 75 81 89 75 95 66 83 89 95 73 88 85 73 40 100 61 85 66 22 65 93 90],Pensieve,sports,H264,uhdtv,2
0939.csv,71.371,[78 88 13 62 75 75 60 83 85 81 25 89 78 76 75 76 61 50 50 80 77 69 100 77 100 79 66 86 55 95 70],Pensieve,sports,H264,uhdtv,3
0940.csv,44.852,[40 72 14 50 65 34 30 45 75 20 11 71 63 50 36 30 41 35 50 41 50 50 76 40 60 60 61 50 40 53 25],Pensieve,sports,H264,uhdtv,4
0941.csv,58.337,[45 74 42 58 71 50 35 54 70 40 68 68 70 62 59 33 93 55 72 80 80 73 50 54 35 80 84 70 35 67 38],Pensieve,sports,H264,uhdtv,5
0942.csv,51.442,[40 78 18 50 25 57 45 35 70 34 9 82 73 75 44 53 66 50 41 49 82 50 91 73 50 59 31 35 60 53 40],Pensieve,sports,H264,uhdtv,6
0943.csv,16.516,[1 59 1 10 1 4 23 20 35 2 10 5 26 4 38 18 12 2 78 9 34 38 42 4 8 50 33 23 20 58 24],Pensieve,sports,H264,uhdtv,7
0944.csv,30.747,[18 65 33 73 6 28 10 70 75 55 21 10 37 41 30 29 50 10 9 23 83 43 18 10 20 26 35 21 35 85 50],Pensieve,sports,H264,uhdtv,8
0945.csv,12.182,[10 37 1 8 10 6 15 15 20 16 3 20 9 79 2 5 16 10 5 20 36 6 14 7 40 39 3 5 25 36 5],Pensieve,sports,H264,uhdtv,9
0946.csv,52.883,[85 69 34 30 24 54 50 1 50 42 38 21 80 50 55 36 37 80 45 50 78 20 59 83 45 62 38 50 84 83 61 91],Pensieve,document,HEVC,hdtv,1
0947.csv,85.832,[100 100 98 91 91 88 76 100 59 83 95 31 70 80 90 49 95 90 77 78 82 80 93 91 100 33 87 77 100 75 41 95],Pensieve,document,HEVC,hdtv,2
0948.csv,83.575,[100 100 77 84 100 84 91 72 66 72 36 68 71 80 74 83 97 60 89 100 66 75 100 77 100 34 91 77 100 82 77 98],Pensieve,document,HEVC,hdtv,3
0949.csv,68.926,[90 70 85 85 97 64 82 1 50 34 57 50 44 60 100 43 97 80 91 69 80 55 54 80 50 36 85 72 92 60 58 88],Pensieve,document,HEVC,hdtv,4
0950.csv,74.646,[80 63 50 79 89 84 86 50 75 63 77 80 72 65 60 74 92 80 77 60 86 70 62 75 70 80 80 76 83 67 65 89],Pensieve,document,HEVC,hdtv,5
0951.csv,69.643,[95 75 74 90 83 80 93 13 75 59 77 59 75 70 77 63 80 80 84 100 37 60 50 50 65 32 77 74 83 59 41 70],Pensieve,document,HEVC,hdtv,6
0952.csv,25.721,[30 28 39 62 50 8 20 1 15 26 35 1 70 50 38 1 1 20 44 37 42 25 15 80 30 19 40 5 75 29 32 33],Pensieve,document,HEVC,hdtv,7
0953.csv,47.245,[75 84 78 50 28 46 50 8 37 58 27 33 76 70 55 24 40 39 49 60 37 30 68 22 59 31 29 25 80 80 56 59],Pensieve,document,HEVC,hdtv,8
0954.csv,26.196,[8 50 33 50 9 40 50 1 32 39 22 4 39 45 35 36 3 30 31 12 31 20 29 36 36 27 40 40 75 5 33 23],Pensieve,document,HEVC,hdtv,9
0955.csv,51.839,[30 77 65 65 86 50 33 50 50 75 46 17 42 21 45 64 50 88 41 70 38 38 50 73 76 80 50 54 66],Pensieve,document,HEVC,phone,1
0956.csv,83.112,[97 90 93 91 93 81 40 97 78 95 96 57 88 72 82 100 100 78 87 84 78 70 70 87 92 60 73 73 68],Pensieve,document,HEVC,phone,2
0957.csv,81.783,[89 79 98 90 97 68 65 97 72 70 70 66 81 93 73 85 92 62 88 89 97 50 88 82 95 74 71 87 74],Pensieve,document,HEVC,phone,3
0958.csv,72.126,[75 88 85 71 100 79 44 73 60 92 85 64 54 59 64 92 74 100 66 90 82 40 74 76 46 62 67 72 67],Pensieve,document,HEVC,phone,4
0959.csv,76.083,[43 90 87 83 90 87 62 83 64 70 65 57 77 60 100 91 76 95 77 74 66 97 91 87 90 79 62 47 59],Pensieve,document,HEVC,phone,5
0960.csv,73.606,[80 88 83 66 100 58 80 74 30 90 90 36 40 64 78 92 84 95 97 75 68 94 50 68 91 74 36 76 80],Pensieve,document,HEVC,phone,6
0961.csv,27.306,[24 68 17 37 85 14 38 9 36 70 8 11 29 14 35 1 45 46 11 39 13 21 50 20 27 23 40 39 72],Pensieve,document,HEVC,phone,7
